Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Calcium Ion Homeostasis (GO:0055074)	3/102	0.0145721785315227	0.113135268830154	0	0	6.185879412683536	26.15786422245009	CDH5;CXCL12;SLC8A1
GO_Biological_Process_2023	Regulation Of Ossification (GO:0030278)	2/37	0.0147110875878218	0.113135268830154	0	0	11.583090379008746	48.87083992538764	MEF2C;NOTCH1
GO_Biological_Process_2023	Muscle Cell Differentiation (GO:0042692)	2/37	0.0147110875878218	0.113135268830154	0	0	11.583090379008746	48.87083992538764	MEF2C;SYNE1
GO_Biological_Process_2023	Muscle Tissue Development (GO:0060537)	2/37	0.0147110875878218	0.113135268830154	0	0	11.583090379008746	48.87083992538764	MEF2C;ENG
GO_Biological_Process_2023	Regulation Of Cellular Component Biogenesis (GO:0044087)	2/37	0.0147110875878218	0.113135268830154	0	0	11.583090379008746	48.87083992538764	NOTCH1;RAPGEF1
GO_Biological_Process_2023	Positive Regulation Of Vasculature Development (GO:1904018)	3/104	0.0153453232940326	0.1144922558290601	0	0	6.06277431866898	25.323871983150248	CDH5;FLT1;SASH1
GO_Biological_Process_2023	G2/M Transition Of Mitotic Cell Cycle (GO:0000086)	2/38	0.0154783132235365	0.1144922558290601	0	0	11.260770975056689	46.9384448645158	CDK14;FBXL7
GO_Biological_Process_2023	Calcium-Dependent Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0016339)	2/38	0.0154783132235365	0.1144922558290601	0	0	11.260770975056689	46.9384448645158	CDH5;CDH13
GO_Biological_Process_2023	Positive Regulation Of Bone Mineralization (GO:0030501)	2/38	0.0154783132235365	0.1144922558290601	0	0	11.260770975056689	46.9384448645158	MEF2C;SLC8A1
GO_Biological_Process_2023	Membrane Assembly (GO:0071709)	2/38	0.0154783132235365	0.1144922558290601	0	0	11.260770975056689	46.9384448645158	RFTN1;SPTBN1
GO_Biological_Process_2023	Vesicle Cytoskeletal Trafficking (GO:0099518)	2/39	0.0162624064321538	0.1193808472178565	0	0	10.955874241588528	45.126141525786544	MYO1D;MYO1E
GO_Biological_Process_2023	Regulation Of Intracellular Signal Transduction (GO:1902531)	5/297	0.0167421424105355	0.1215751782539147	0	0	3.5342465753424657	14.45445438457311	ARHGAP31;STARD13;CHN1;ARHGAP18;KALRN
GO_Biological_Process_2023	Notch Signaling Pathway (GO:0007219)	2/40	0.0170631829128301	0.1215751782539147	0	0	10.66702470461869	43.42366746060685	NOTCH1;SORBS2
